@relation FootballPlayers

@attribute "Age_Group" { "Peak" , "Talent" , "Veteran" , "Emerging" } 
@attribute "Position" { "AM" , "CF" , "M" , "CB" , "FB" } 
@attribute "comp_name" { "Serie A" , "1.Bundesliga" , "Ligue 1" , "2.Bundesliga" , "Jupiler Pro League" , "Eredivisie" , "La Liga" , "Tippeligaen" , "Segunda Divisi" , "Bundesliga" , "Ligue 2" } 
@attribute "nation" { "Italy" , "Germany" , "France" , "Belgium" , "Netherlands" , "Spain" , "Norway" , "Austria" } 
@attribute "Passes_p90" numeric
@attribute "Passing_Accuracy" numeric
@attribute "Ball_Retention" numeric
@attribute "Passes_Final_Third_p90" numeric
@attribute "Passes_Final_Third_Accuracy" numeric
@attribute "Passes_Forward_p90" numeric
@attribute "Pass_Forward_Success" numeric
@attribute "Opposition_Half_Entries_p90" numeric
@attribute "Opposition_Half_Entries_Accuracy" numeric
@attribute "Final_Third_Entries_p90" numeric
@attribute "Final_Third_Entries_Accuracy" numeric
@attribute "Penalty_Area_Entries_p90" numeric
@attribute "Long_Passes_p90" numeric
@attribute "Long_Balls_Retained_Final_Third_p90" numeric
@attribute "Long_Balls_Receiver_Final_Third_p90" numeric
@attribute "Long_Ball_Retention" numeric
@attribute "Successful_Layoffs_p90" numeric
@attribute "Tackles_p90" numeric
@attribute "Tackles_Att_Third_p90" numeric
@attribute "Tackles_Channels_p90" numeric
@attribute "Interceptions_p90" numeric
@attribute "Int_Att_Third_p90" numeric
@attribute "Int_Channels_p90" numeric
@attribute "Recoveries_p90" numeric
@attribute "Recoveries_Att_third_p90" numeric
@attribute "Recoveries_Channels_p90" numeric
@attribute "Blocks_p90" numeric
@attribute "Def_Ground_Duels_Won_Perc" numeric
@attribute "Def_Aerial_Duels_Won_p90" numeric
@attribute "Def_Aerial_Duels_Won_Perc" numeric
@attribute "Headed_Clearances_p90" numeric
@attribute "First_Def_Contact_p90" numeric
@attribute "Att_Aerial_Duels_Won_p90" numeric
@attribute "Att_Aerial_Duels_Won_Perc" numeric
@attribute "First_Att_Contact_p90" numeric
@attribute "Headed_Shots_on_Target_p90" numeric
@attribute "Dribbles_Completed_p90" numeric
@attribute "Dribbles_Final_Third_p90" numeric
@attribute "Att_Ground_Duels_Won_Perc" numeric
@attribute "Crosses_p90" numeric
@attribute "Succ_Crosses_p90" numeric
@attribute "Key_Passes_p90" numeric
@attribute "Assists_p90" numeric
@attribute "Chances_Created_p90" numeric
@attribute "ExpA_p90" numeric
@attribute "Shots_p90" numeric
@attribute "Shooting_Accuracy" numeric
@attribute "Balls_Received_in_Channel_p90" numeric
@attribute "Balls_Received_in_Area_p90" numeric
@attribute "Balls_Received_in_Final_Third_p90" numeric
@attribute "Goals_p90" numeric
@attribute "ExpG_p90" numeric
@attribute "ExpG_Ratio" numeric
@attribute "Conversion_Rate" numeric
@attribute "Chance_Conversion" numeric
@attribute "Usage_perc" numeric
@attribute target { 0 , 1 } 


@data
"Peak" , "M" , "Jupiler Pro League" , "Belgium" , 64.3502 , 0.8438 , 0.7958 , 22.4275 , 0.727 , 23.7164 , 0.6834226902 , 6.79914070891515 , 0.643292682926829 , 8.34586466165413 , 0.688829787234043 , 4.4468313641246 , 5.6391 , 0.322234156820623 , 0.41890440386681 , 0.769230769230769 , 0.9345 , 1.6112 , 0.0644468313641246 , 0.451127819548872 , 1.9656 , 0.257787325456498 , 0.354457572502685 , 6.4769 , 0.708915145005371 , 1.51450053705693 , 0.0967 , 0.6579 , 0.1933 , 0.4 , 0.4511 , 0.225563909774436 , 0.1933 , 0.5 , 0 , 0.0322 , 0.3545 , 0.193340494092374 , 0.55 , 2.7068 , 0.6445 , 2.739 , 0.1933 , 0.29 , 0.235189736626421 , 1.3534 , 0.4286 , 10.4726100966702 , 0.83780880773362 , 10.7626208378088 , 0.0644 , 0.11780375262502 , 0.54706942629633 , 0.0476 , 0.5 , 1 , 1 
"Peak" , "CF" , "Jupiler Pro League" , "Belgium" , 19.1304 , 0.7273 , 0.5755 , 9.2174 , 0.6509 , 5.0435 , 0.5000051724 , 0.608695652173913 , 0.466666666666667 , 0.956521739130435 , 0.578947368421053 , 0.434782608695652 , 0.1739 , 2.08695652173913 , 2.69565217391304 , 0.774193548387097 , 0.4348 , 0.7826 , 0.0869565217391304 , 0.173913043478261 , 0.2609 , 0.0869565217391304 , 0.0869565217391304 , 2 , 0.173913043478261 , 0.260869565217391 , 0 , 0.75 , 0.2609 , 0.3 , 0.5217 , 0.347826086956522 , 4.087 , 0.5595 , 0.608695652173913 , 0.5217 , 0.5217 , 0.173913043478261 , 0.4615 , 0.087 , 0 , 0.8696 , 0.087 , 0 , 0.0440759055625835 , 2.6957 , 0.4839 , 4.69565217391304 , 4.78260869565217 , 11.7391304347826 , 0.6087 , 0.655162145920926 , 0.929076345395844 , 0.2258 , 0.6 , 0.3833 , 1 
"Talent" , "FB" , "Jupiler Pro League" , "Belgium" , 49.7209 , 0.8101 , 0.7684 , 19.23 , 0.7252 , 21.8287 , 0.7063396825 , 1.29932627526468 , 0.483870967741935 , 2.07892204042348 , 0.6 , 0.606352261790183 , 2.7719 , 0.0866217516843118 , 0.0866217516843118 , 1 , 0.0866 , 3.5515 , 0.173243503368624 , 1.90567853705486 , 2.5987 , 0.173243503368624 , 1.12608277189605 , 6.5833 , 0.433108758421559 , 3.37824831568816 , 0.1732 , 0.7736 , 1.2993 , 0.7895 , 2.3388 , 3.81135707410972 , 0.1732 , 0.6667 , 2.07892204042348 , 0 , 1.2127 , 0.606352261790183 , 0.5185 , 3.898 , 1.2993 , 0.7796 , 0 , 0.0866 , 0.0244220514369279 , 0.2599 , 1 , 4.67757459095284 , 0.433108758421559 , 2.9451395572666 , 0.0866 , 0.00831020452928436 , 10.4235402846061 , 0.3333 , 0.50255 , 0.3848 , 1 
"Peak" , "CB" , "2.Bundesliga" , "Germany" , 42.697 , 0.7594 , 0.6407 , 7.8788 , 0.4808 , 19.2121 , 0.5646678233 , 6.09090909090909 , 0.632075471698113 , 2.96969696969697 , 0.455813953488372 , 0.181818181818182 , 3.4242 , 0.515151515151515 , 0.848484848484848 , 0.607142857142857 , 0 , 1.4242 , 0 , 0.484848484848485 , 1.8182 , 0.0303030303030303 , 0.424242424242424 , 2.1515 , 0.0606060606060606 , 0.696969696969697 , 0.8485 , 0.662 , 4.3636 , 0.72 , 3.2121 , 0.181818181818182 , 0.6364 , 0.4375 , 0.424242424242424 , 0.1515 , 0.0303 , 0 , 0.3333 , 0.1212 , 0.0303 , 0.1212 , 0 , 0 , 0.00602896969764423 , 0.4242 , 0.3571 , 1.24242424242424 , 1.39393939393939 , 3.36363636363636 , 0.0303 , 0.069047463024843 , 0.438872465048099 , 0.0714 , 0 , 0.9706 , 1 
"Veteran" , "M" , "1.Bundesliga" , "Germany" , 50.6731 , 0.814 , 0.6971 , 8.3654 , 0.6667 , 15.6731 , 0.5460196319 , 5.09615384615385 , 0.6625 , 3.65384615384615 , 0.584615384615385 , 0.480769230769231 , 5.4808 , 0 , 0 , 0.572175188548516 , 4.3269 , 2.2115 , 0 , 0.480769230769231 , 4.1346 , 0.192307692307692 , 0.865384615384615 , 3.4615 , 0.192307692307692 , 0.384615384615385 , 0.4808 , 0.4792 , 1.0577 , 0.5789 , 0.6731 , 0.0961538461538462 , 0.7692 , 0.7273 , 0 , 0 , 0.9615 , 0.288461538461538 , 0.7692 , 0.1923 , 0.0962 , 0.3846 , 0 , 0 , 0.00666257078539113 , 0.3846 , 0.25 , 2.88461538461538 , 0.480769230769231 , 3.17307692307692 , 0 , 0.0136543355754687 , 0 , 0 , 0.467681081081081 , 0.3059 , 0 
"Peak" , "AM" , "1.Bundesliga" , "Germany" , 35.1099 , 0.7644 , 0.6413 , 18.1618 , 0.7104 , 12.4975 , 0.5827273381 , 1.43856143856144 , 0.438356164383562 , 2.78721278721279 , 0.601941747572815 , 2.06793206793207 , 1.2587 , 1.39360639360639 , 1.75324675324675 , 0.794871794871795 , 2.967 , 1.0789 , 0.17982017982018 , 0.44955044955045 , 1.1688 , 0.224775224775225 , 0.44955044955045 , 8.9461 , 2.51748251748252 , 1.57342657342657 , 0.0899 , 0.4615 , 0.4046 , 0.6 , 0.4496 , 0.26973026973027 , 0.7193 , 0.3636 , 0.17982017982018 , 0.0899 , 3.012 , 2.02297702297702 , 0.4527 , 4.4955 , 1.1688 , 1.2138 , 0.3147 , 0.2697 , 0.214110403983371 , 1.3487 , 0.3667 , 17.7572427572428 , 1.70829170829171 , 18.1168831168831 , 0.1349 , 0.122387884955328 , 1.10194840702052 , 0.1 , 0.6667 , 0.6542 , 1 
"Peak" , "CB" , "1.Bundesliga" , "Germany" , 46.2667 , 0.8242 , 0.7141 , 5.5333 , 0.4639 , 24.2 , 0.7107458678 , 7.93333333333333 , 0.762820512820513 , 2.13333333333333 , 0.463768115942029 , 0.1 , 3.0333 , 0.6 , 0.9 , 0.666666666666667 , 0.3 , 1.3 , 0 , 0.4 , 3.4667 , 0.0333333333333333 , 0.533333333333333 , 4.3333 , 0 , 1.3 , 0.5 , 0.8125 , 1.2333 , 0.7551 , 2.0667 , 0.433333333333333 , 0.2667 , 0.6667 , 0.266666666666667 , 0.0667 , 0.2667 , 0 , 0.8889 , 0 , 0 , 0.1667 , 0 , 0 , 0.00686644653579461 , 0.4 , 0.3333 , 1.36666666666667 , 1.26666666666667 , 3.23333333333333 , 0.0667 , 0.0254826005830676 , 2.61616417246538 , 0.1667 , 0.281610344827586 , 0.8824 , 1 
"Veteran" , "CF" , "1.Bundesliga" , "Germany" , 21.7582 , 0.6818 , 0.5891 , 11.2975 , 0.5926 , 5.858 , 0.5000032468 , 0.836855452240068 , 0.366666666666667 , 1.17920540997464 , 0.449275362318841 , 0.989010989010989 , 0.2663 , 0.684699915469146 , 1.21724429416737 , 0.5625 , 2.0161 , 0.951 , 0.266272189349112 , 0.0760777683854607 , 0.8749 , 0.342349957734573 , 0.0760777683854607 , 3.9941 , 0.722738799661877 , 0.190194420963652 , 0.038 , 0.5208 , 0.1522 , 0.3636 , 0.1902 , 0.228233305156382 , 1.2553 , 0.4074 , 0.114116652578191 , 0.1902 , 1.4074 , 0.874894336432798 , 0.4805 , 1.8639 , 0.2663 , 0.989 , 0.1902 , 0.3423 , 0.167192481737504 , 2.4345 , 0.5781 , 8.55874894336433 , 2.35841081994928 , 12.7430262045647 , 0.3804 , 0.463115904204668 , 0.821368556928668 , 0.1563 , 0.35 , 0.7732 , 0 
"Talent" , "AM" , "1.Bundesliga" , "Germany" , 36 , 0.7955 , 0.6681 , 17.8662 , 0.7004 , 13.2491 , 0.6616151515 , 1.73977695167286 , 0.393939393939394 , 5.28624535315985 , 0.663865546218487 , 4.41635687732342 , 1.539 , 0.133828996282528 , 0.33457249070632 , 0.4 , 3.6803 , 0.9368 , 0.200743494423792 , 0.200743494423792 , 0.8699 , 0.200743494423792 , 0.267657992565056 , 7.829 , 2.07434944237918 , 0.535315985130111 , 0.0669 , 0.4667 , 0.0669 , 0.1667 , 0 , 0 , 0.0669 , 0.3333 , 0.0669144981412639 , 0 , 3.0112 , 1.53903345724907 , 0.375 , 3.5465 , 0.8699 , 2.2751 , 0.3346 , 0.3346 , 0.266065832653158 , 1.4721 , 0.4091 , 11.0408921933086 , 1.47211895910781 , 12.5130111524164 , 0.0669 , 0.118383893989484 , 0.565233123242321 , 0.0455 , 0 , 0.4395 , 0 
"Peak" , "AM" , "1.Bundesliga" , "Germany" , 32.3853 , 0.755 , 0.6463 , 13.2569 , 0.6401 , 9.7248 , 0.533009434 , 1.14678899082569 , 0.416666666666667 , 1.88073394495413 , 0.539473684210526 , 1.28440366972477 , 0.6881 , 1.10091743119266 , 1.74311926605505 , 0.631578947368421 , 3.4862 , 1.5138 , 0.229357798165138 , 0.825688073394495 , 1.1009 , 0.18348623853211 , 0.504587155963303 , 2.8899 , 0.596330275229358 , 0.825688073394495 , 0 , 0.6735 , 0.2294 , 0.4545 , 0.4587 , 0.596330275229358 , 1.1927 , 0.4063 , 1.74311926605505 , 0 , 2.1101 , 1.23853211009174 , 0.4182 , 5.4587 , 1.1927 , 1.055 , 0.2752 , 0.4128 , 0.166648173114869 , 2.4312 , 0.4528 , 13.0733944954128 , 1.19266055045872 , 11.9266055045872 , 0.2294 , 0.207958871746656 , 1.10289980051705 , 0.0943 , 0.3636 , 0.6412 , 1 
"Peak" , "CB" , "1.Bundesliga" , "Germany" , 33.1688 , 0.7103 , 0.5325 , 7.0781 , 0.4015 , 17.5144 , 0.5604693215 , 6.04477611940298 , 0.6 , 2.89322617680827 , 0.417910447761194 , 0.464982778415614 , 4.3915 , 0.413318025258324 , 0.568312284730195 , 0.727272727272727 , 0 , 1.3433 , 0.103329506314581 , 0.464982778415614 , 2.8416 , 0.0516647531572905 , 0.774971297359357 , 1.9116 , 0 , 0.516647531572905 , 0.7233 , 0.6047 , 3.1515 , 0.7625 , 2.5316 , 0.464982778415614 , 1.085 , 0.5385 , 0.413318025258324 , 0.2583 , 0.0517 , 0.0516647531572905 , 0.25 , 0.2067 , 0 , 0.155 , 0.0517 , 0.1033 , 0.0514031393740798 , 0.93 , 0.3889 , 1.49827784156142 , 1.13662456946039 , 2.94489092996556 , 0.155 , 0.124681591328042 , 1.24312063890872 , 0.1667 , 0.6667 , 0.5693 , 1 
"Peak" , "CF" , "2.Bundesliga" , "Germany" , 21.7098 , 0.5088 , 0.328 , 12.0185 , 0.3757 , 8.5797 , 0.3238846154 , 0.868390582786569 , 0.233644859813084 , 1.38942493245851 , 0.327868852459016 , 0.937861829409494 , 0.3126 , 0.521034349671941 , 1.14627556927827 , 0.454545454545455 , 0.9726 , 0.7294 , 0.243149363180239 , 0.0347356233114628 , 0.1737 , 0.0347356233114628 , 0.0347356233114628 , 1.7368 , 0.416827479737553 , 0.104206869934388 , 0.1389 , 0.5676 , 0.6947 , 0.5882 , 1.1115 , 0.764183712852181 , 5.1756 , 0.495 , 0.208413739868777 , 0.2431 , 2.1536 , 1.25048243921266 , 0.369 , 0.6947 , 0.0695 , 0.7642 , 0.2084 , 0.2084 , 0.132918227196033 , 2.0841 , 0.4833 , 5.52296410652258 , 2.67464299498263 , 10.5248938633732 , 0.4863 , 0.361092551655092 , 1.34674261247289 , 0.2333 , 0.6842 , 0.8467 , 1 
"Talent" , "CF" , "Bundesliga" , "Austria" , 22.5913 , 0.6391 , 0.457 , 11.6404 , 0.5192 , 5.1104 , 0.4365039683 , 0.973411446597567 , 0.444444444444444 , 0.527264533573682 , 0.302325581395349 , 0.770617395223073 , 0.6084 , 0.770617395223073 , 1.21676430824696 , 0.633333333333333 , 0.8517 , 0.365 , 0.0811176205497972 , 0.0811176205497972 , 0.3245 , 0.202794051374493 , 0 , 1.2168 , 0.56782334384858 , 0 , 0.0406 , 0.36 , 0.2028 , 0.4545 , 0.3245 , 0.202794051374493 , 0.4461 , 0.1774 , 0.56782334384858 , 0.2028 , 1.2979 , 0.851735015772871 , 0.3107 , 0.365 , 0 , 1.014 , 0.1217 , 0.2028 , 0.09373413957133 , 3.3258 , 0.5244 , 6.81388012618297 , 3.60973411446598 , 14.0739071653898 , 0.5273 , 0.493189524363948 , 1.06909110499392 , 0.1585 , 0.36 , 0.6849 , 0 
"Veteran" , "CB" , "1.Bundesliga" , "Germany" , 43.8658 , 0.8055 , 0.7028 , 6.8051 , 0.507 , 19.2652 , 0.6351524046 , 6.38977635782748 , 0.699300699300699 , 2.84345047923323 , 0.508571428571429 , 0.159744408945687 , 6.5495 , 0.479233226837061 , 0.798722044728434 , 0.6 , 0.0319 , 1.6933 , 0.0638977635782748 , 0.543130990415335 , 3.5144 , 0.0319488817891374 , 0.798722044728434 , 3.5144 , 0.0319488817891374 , 1.0223642172524 , 0.8946 , 0.6543 , 3.8978 , 0.7821 , 3.738 , 0.894568690095847 , 1.1821 , 0.5441 , 0.479233226837061 , 0.2556 , 0.0639 , 0 , 0.5 , 0.0958 , 0.0319 , 0.2236 , 0.0639 , 0.0639 , 0.0206056594332416 , 0.7668 , 0.4583 , 0.798722044728434 , 1.18210862619808 , 2.71565495207668 , 0.0639 , 0.0749386758579272 , 0.852667368975342 , 0.0833 , 0.5 , 0.9206 , 0 
"Peak" , "M" , "La Liga" , "Spain" , 68.5829 , 0.917 , 0.8747 , 11.7112 , 0.8356 , 16.0428 , 0.810007 , 7.29946524064171 , 0.938144329896907 , 4.09090909090909 , 0.894736842105263 , 0.320855614973262 , 2.8075 , 0.0802139037433155 , 0.240641711229947 , 0.333333333333333 , 1.7647 , 2.8877 , 0.240641711229947 , 0.561497326203209 , 2.246 , 0.320855614973262 , 0.561497326203209 , 6.738 , 0.240641711229947 , 1.44385026737968 , 0.1604 , 0.75 , 1.5241 , 0.5758 , 0.9626 , 0.481283422459893 , 0.4011 , 0.5556 , 0.0802139037433155 , 0.1604 , 0.4011 , 0.0802139037433155 , 0.5 , 0.2406 , 0.1604 , 0.4813 , 0 , 0.0802 , 0.0577077354892741 , 0.2406 , 0.6667 , 3.04812834224599 , 0.481283422459893 , 6.7379679144385 , 0 , 0.0319780275234087 , 0 , 0 , 0 , 0.3281 , 1 
"Peak" , "M" , "La Liga" , "Spain" , 45.6966 , 0.8031 , 0.6863 , 8.9164 , 0.6071 , 18.9076 , 0.6652553684 , 4.73684210526316 , 0.716867469879518 , 2.58735072976559 , 0.580357142857143 , 0.199026979212738 , 4.0602 , 0.278637770897833 , 0.398053958425475 , 0.7 , 0.9553 , 1.9505 , 0.0796107916850951 , 0.437859354268023 , 3.3437 , 0.437859354268023 , 0.636886333480761 , 5.8514 , 0.199026979212738 , 1.51260504201681 , 0.199 , 0.6712 , 0.6369 , 0.3333 , 1.3136 , 1.03494029190624 , 0.4379 , 0.4231 , 0.238832375055285 , 0.0398 , 0.2786 , 0.0796107916850951 , 0.4118 , 0.0398 , 0 , 0.3184 , 0.0398 , 0.1194 , 0.0307336092891913 , 0.4379 , 0.2727 , 2.14949137549757 , 0.238832375055285 , 2.03007518796992 , 0 , 0.0181939592534129 , 0 , 0 , 0.467681081081081 , 0.6611 , 0 
"Peak" , "CF" , "Ligue 1" , "France" , 25.9038 , 0.6634 , 0.57 , 13.6469 , 0.5394 , 8.2766 , 0.4656400763 , 1.01088101088101 , 0.307692307692308 , 1.57950157950158 , 0.409836065573771 , 0.694980694980695 , 0.6318 , 1.04247104247104 , 1.8006318006318 , 0.578947368421053 , 2.6852 , 0.8213 , 0.18954018954019 , 0.221130221130221 , 0.7898 , 0.18954018954019 , 0.18954018954019 , 1.8006 , 0.347490347490348 , 0.284310284310284 , 0.0948 , 0.7879 , 0.158 , 0.3846 , 0.7898 , 0.537030537030537 , 2.9379 , 0.4921 , 0.157950157950158 , 0.1264 , 0.3475 , 0.284310284310284 , 0.2821 , 0.7266 , 0.2527 , 1.0425 , 0 , 0.0316 , 0.0593589986749072 , 1.9586 , 0.4516 , 7.39206739206739 , 2.52720252720253 , 12.7307827307827 , 0.3791 , 0.463766927440405 , 0.817394162133504 , 0.1935 , 0.25 , 0.833 , 0 
"Peak" , "CF" , "Ligue 1" , "France" , 23.5822 , 0.8466 , 0.6267 , 9.5621 , 0.7838 , 4.5872 , 0.7323929577 , 0.775305096913137 , 0.6 , 1.48600143575018 , 0.741935483870968 , 0.323043790380474 , 0.4523 , 0.710696338837042 , 1.03374012921752 , 0.6875 , 2.7136 , 0.3877 , 0.193826274228284 , 0 , 0.323 , 0.0646087580760948 , 0 , 1.6798 , 0.193826274228284 , 0 , 0.0646 , 0.75 , 0.2584 , 0.5 , 0.4523 , 0.258435032304379 , 0.7753 , 0.3636 , 0.258435032304379 , 0.1292 , 0.9045 , 0.646087580760948 , 0.3256 , 0.4523 , 0.1292 , 0.5169 , 0 , 0.0646 , 0.0360643502926416 , 2.5844 , 0.6 , 6.39626704953338 , 2.77817659727207 , 11.9526202440775 , 0.5815 , 0.51972397361977 , 1.11882239842617 , 0.225 , 0.6364 , 0.4073 , 0 
"Peak" , "CF" , "Ligue 1" , "France" , 23.1678 , 0.7761 , 0.6033 , 11.9178 , 0.7069 , 3.2877 , 0.5156234375 , 0.616438356164384 , 0.48 , 0.410958904109589 , 0.380952380952381 , 0.308219178082192 , 0.1541 , 0.924657534246575 , 1.38698630136986 , 0.666666666666667 , 4.6233 , 0.7192 , 0.35958904109589 , 0.102739726027397 , 0.3082 , 0.0513698630136986 , 0.0513698630136986 , 1.6438 , 0.462328767123288 , 0.410958904109589 , 0 , 0.7 , 0.2055 , 0.3333 , 0.2055 , 0.308219178082192 , 1.6438 , 0.381 , 0.102739726027397 , 0.2055 , 0.411 , 0.410958904109589 , 0.2222 , 1.4384 , 0.2055 , 1.1815 , 0.1027 , 0.2055 , 0.116650890302773 , 2.2603 , 0.5909 , 8.01369863013699 , 3.23630136986301 , 16.6438356164384 , 0.5137 , 0.523675431296067 , 0.980948502521135 , 0.2273 , 0.2381 , 0.5123 , 0 
"Talent" , "AM" , "Ligue 1" , "France" , 20.914 , 0.77 , 0.5746 , 8.0868 , 0.7241 , 5.0891 , 0.5616493151 , 0.627420604182804 , 0.5 , 0.975987606506584 , 0.608695652173913 , 0.766847405112316 , 0.0697 , 0.34856700232378 , 0.906274206041828 , 0.384615384615385 , 1.6034 , 1.6731 , 0.34856700232378 , 0.418280402788536 , 0.7668 , 0 , 0.278853601859024 , 5.2285 , 0.418280402788536 , 1.81254841208366 , 0.2091 , 0.5217 , 0.3486 , 0.3571 , 0.3486 , 0.209140201394268 , 0.488 , 0.1944 , 0 , 0 , 1.8823 , 0.766847405112316 , 0.4286 , 4.0434 , 0.2789 , 0.8366 , 0.1394 , 0.2789 , 0.16565590434933 , 1.464 , 0.4286 , 11.8512780790085 , 1.1154144074361 , 11.6421378776143 , 0.2091 , 0.201086706733046 , 1.04004986103787 , 0.1429 , 0.5 , 0.3775 , 1 
"Veteran" , "CB" , "1.Bundesliga" , "Germany" , 48.3746 , 0.8525 , 0.818 , 5.845 , 0.4807 , 14.0151 , 0.6105958525 , 5.29601722282024 , 0.653386454183267 , 2.22820236813778 , 0.442307692307692 , 0.193756727664155 , 4.1012 , 0.161463939720129 , 0.258342303552207 , 0.625 , 0 , 1.2917 , 0 , 0.484391819160388 , 1.3563 , 0.0322927879440258 , 0.290635091496233 , 3.1647 , 0 , 1.22712594187298 , 0.9365 , 0.8333 , 1.9376 , 0.7143 , 2.7126 , 0.678148546824543 , 0.3229 , 0.4762 , 0.452099031216362 , 0.0969 , 0.2906 , 0 , 1 , 0.0646 , 0.0646 , 0.226 , 0 , 0.0323 , 0.0119228507163729 , 0.226 , 0.5714 , 0.839612486544672 , 0.678148546824543 , 1.93756727664155 , 0 , 0.016997130200261 , 0 , 0 , 0.281610344827586 , 0.9108 , 1 
"Peak" , "AM" , "Jupiler Pro League" , "Belgium" , 28.1998 , 0.8118 , 0.6711 , 13.3174 , 0.7558 , 7.1804 , 0.628207265 , 1.13535629048756 , 0.569230769230769 , 1.87180361404705 , 0.685393258426966 , 1.38083873167405 , 1.1047 , 0.39890896692806 , 0.675076713262871 , 0.590909090909091 , 1.565 , 1.1967 , 0.214797136038186 , 0.429594272076372 , 0.6444 , 0.0920559154449369 , 0.153426525741562 , 4.3573 , 0.490964882372997 , 1.16604159563587 , 0.0614 , 0.6393 , 0.2762 , 0.3214 , 0.2148 , 0.184111830889874 , 0.7978 , 0.4483 , 0.122741220593249 , 0.0921 , 1.3195 , 0.767132628707808 , 0.4216 , 4.1732 , 0.9512 , 1.2581 , 0.2148 , 0.3069 , 0.191602739741212 , 1.3808 , 0.4667 , 15.4040231844528 , 2.14797136038186 , 17.4292533242414 , 0.2148 , 0.237008253212923 , 0.906285469498892 , 0.1556 , 0.4444 , 1 , 0 
"Talent" , "AM" , "Eredivisie" , "Netherlands" , 19.364 , 0.7547 , 0.5927 , 8.7686 , 0.6528 , 8.4641 , 0.5467546763 , 1.46143437077131 , 0.406779661016949 , 2.74018944519621 , 0.5625 , 3.65358592692828 , 1.2788 , 0.548037889039242 , 0.974289580514208 , 0.5625 , 0.6698 , 0.7916 , 0.121786197564276 , 0.243572395128552 , 0.548 , 0 , 0.182679296346414 , 4.1407 , 0.426251691474966 , 0.730717185385656 , 0.1218 , 0.5909 , 0 , 0 , 0.0609 , 0 , 0.0609 , 0.5 , 0 , 0 , 1.157 , 0.487144790257104 , 0.3065 , 6.82 , 1.705 , 3.1055 , 0.4263 , 0.6698 , 0.422097760528958 , 0.9134 , 0.4667 , 13.1529093369418 , 0.669824086603518 , 13.0311231393775 , 0 , 0.078559979911009 , 0 , 0 , 0 , 0.483 , 0 
"Peak" , "AM" , "Eredivisie" , "Netherlands" , 42.0934 , 0.8187 , 0.715 , 16.3365 , 0.7208 , 12.163 , 0.6102963235 , 2.59357403113614 , 0.54375 , 4.08413381914541 , 0.652380952380952 , 1.6396157668102 , 1.7887 , 0.447167936402782 , 0.894335872805565 , 0.5 , 3.3687 , 0.7453 , 0.059622391520371 , 0.149055978800927 , 0.5366 , 0.059622391520371 , 0.149055978800927 , 5.7237 , 0.59622391520371 , 1.46074859224909 , 0.0894 , 0.5102 , 0.0596 , 0.1667 , 0.2087 , 0.0894335872805565 , 0.0894 , 0.12 , 0.059622391520371 , 0 , 0.626 , 0.387545544882411 , 0.2838 , 1.3713 , 0.2683 , 1.58 , 0.1789 , 0.3577 , 0.194440862966736 , 3.4283 , 0.5478 , 9.42033786021861 , 1.55018217952965 , 13.6833388539251 , 0.4472 , 0.298426733220397 , 1.49841782462744 , 0.1304 , 0.4 , 0.9866 , 1 
"Talent" , "FB" , "Eredivisie" , "Netherlands" , 36.641 , 0.7505 , 0.6214 , 13.0757 , 0.6212 , 13.9862 , 0.5572916667 , 3.16875758802104 , 0.47027027027027 , 3.75151760420882 , 0.512437810945274 , 1.78470254957507 , 3.4237 , 0.291380008093889 , 0.509915014164306 , 0.571428571428571 , 1.0563 , 1.9304 , 0.182112505058681 , 1.01983002832861 , 1.1655 , 0.182112505058681 , 0.327802509105625 , 4.9899 , 0.327802509105625 , 1.45690004046945 , 0.1457 , 0.7681 , 0.4006 , 0.55 , 0.4735 , 0.291380008093889 , 0.4006 , 0.3438 , 0.218535006070417 , 0 , 0.5828 , 0.364225010117361 , 0.2051 , 3.1323 , 0.7649 , 0.947 , 0.0364 , 0.0364 , 0.0548321142667056 , 1.639 , 0.3333 , 9.25131525698098 , 0.619182517199514 , 8.85066774585188 , 0.1821 , 0.185823373357708 , 0.980030131667644 , 0.1111 , 0.75 , 0.8075 , 1 
"Peak" , "M" , "Eredivisie" , "Netherlands" , 46.4224 , 0.8283 , 0.7575 , 8.8156 , 0.6454 , 15.0365 , 0.6403343035 , 5.03299756860021 , 0.690987124463519 , 3.87634595345606 , 0.63265306122449 , 0.562695380340396 , 2.9073 , 0.093782563390066 , 0.125043417853421 , 0.75 , 1.7193 , 2.2195 , 0.0312608544633553 , 0.625217089267107 , 2.4696 , 0.156304272316777 , 0.500173671413685 , 5.3143 , 0.218825981243487 , 1.09412990621744 , 0.3751 , 0.71 , 0.844 , 0.54 , 1.1254 , 0.375130253560264 , 0.125 , 0.25 , 0.093782563390066 , 0 , 0.3751 , 0.125043417853421 , 0.5455 , 0.5002 , 0.1563 , 0.4689 , 0.125 , 0.0625 , 0.042730185480742 , 0.5627 , 0.2778 , 2.40708579367836 , 0.281347690170198 , 3.2198680097256 , 0 , 0.0253792390949327 , 0 , 0 , 0.467681081081081 , 0.9408 , 1 
